TEAM,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,Wins_Fraction,POSTSEASON_Champions,POSTSEASON_E8,POSTSEASON_F4,POSTSEASON_None,POSTSEASON_R32,POSTSEASON_R64,POSTSEASON_R68,POSTSEASON_S16,SEED_2.0,SEED_3.0,SEED_4.0,SEED_5.0,SEED_6.0,SEED_7.0,SEED_8.0,SEED_9.0,SEED_10.0,SEED_11.0,SEED_12.0,SEED_13.0,SEED_14.0,SEED_15.0,SEED_16.0,SEED_None
Delaware,101.8,108.0,0.3351,50.3,52.9,15.8,14.9,26.0,26.2,34.4,29.6,50.7,51.2,32.9,37.0,66.9,-13.8,0.5483870967741935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cal St. Bakersfield,96.6,102.5,0.335,46.5,50.5,20.7,19.2,30.7,28.7,34.7,44.7,47.5,48.5,29.8,35.5,66.8,-11.4,0.5806451612903226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
California,97.1,103.2,0.3301,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,0.25806451612903225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UTEP,96.8,103.0,0.3286,49.3,50.6,17.8,17.4,19.0,27.0,30.9,36.4,49.0,48.8,33.1,35.3,68.9,-13.7,0.2962962962962963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mount St. Mary's,102.8,109.5,0.3262,54.1,51.7,16.2,20.2,20.5,35.4,29.1,27.3,52.3,51.6,37.3,34.6,66.0,-10.1,0.3103448275862069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pepperdine,105.1,112.0,0.3236,49.5,57.0,17.2,15.5,28.5,26.4,35.2,33.5,48.8,54.7,34.2,40.1,68.6,-17.9,0.48484848484848486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oral Roberts,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,0.36666666666666664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eastern Illinois,99.4,106.1,0.3191,47.7,52.0,20.4,19.3,29.9,29.9,32.2,33.4,44.6,48.5,35.3,38.5,66.8,-13.2,0.45161290322580644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Florida Atlantic,95.5,102.0,0.3187,43.9,49.2,18.2,16.6,28.5,27.5,29.0,32.6,42.3,49.1,31.9,32.9,70.2,-12.7,0.5666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
North Dakota,102.0,109.0,0.3181,51.8,56.4,17.4,19.7,19.8,29.5,35.5,34.1,51.4,56.0,35.1,38.0,72.9,-12.6,0.46153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cornell,104.8,112.2,0.3131,52.5,53.3,18.5,15.7,24.4,30.2,35.1,28.8,54.0,49.9,33.4,39.3,70.6,-10.9,0.5172413793103449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Southern Utah,100.7,108.1,0.3062,50.4,54.6,17.4,16.6,22.6,25.9,35.9,41.6,48.2,53.2,36.1,38.2,72.8,-12.3,0.53125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Charleston Southern,99.9,107.3,0.3058,49.0,53.9,19.5,22.1,30.2,28.1,31.3,35.1,49.0,49.9,32.6,39.2,67.5,-11.5,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gardner Webb,97.6,104.8,0.305,49.1,50.4,20.1,17.1,25.2,27.3,28.0,37.3,48.1,50.8,34.0,33.2,69.0,-12.1,0.71875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hampton,100.1,107.6,0.3037,48.8,48.9,16.9,16.9,28.7,29.7,33.8,35.7,49.1,48.2,32.0,33.3,72.8,-11.1,0.5625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Drexel,102.3,110.2,0.2981,49.6,52.2,17.3,15.6,30.8,30.7,31.8,30.6,50.2,51.1,32.2,36.3,70.1,-14.5,0.41935483870967744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Boston University,99.3,107.1,0.2953,52.8,52.8,20.1,20.1,28.3,29.6,32.8,30.0,51.1,52.2,37.3,35.8,68.7,-11.6,0.46875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elon,102.6,110.7,0.2943,52.3,52.5,16.7,14.2,21.7,28.9,24.0,23.6,52.5,50.0,34.7,37.1,68.5,-12.0,0.36666666666666664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Southeast Missouri St.,107.2,115.6,0.2943,54.3,55.2,18.1,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,70.2,-12.3,0.3448275862068966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIU Brooklyn,101.9,109.9,0.2937,52.1,50.0,19.5,16.5,29.4,29.8,38.7,31.8,52.3,50.5,34.6,32.8,72.8,-13.2,0.5161290322580645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Texas Southern,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
High Point,98.5,106.5,0.2907,49.3,50.1,19.1,20.4,30.9,28.9,34.1,40.1,47.6,48.8,35.9,34.8,66.8,-12.4,0.5517241379310345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brown,101.0,109.2,0.2899,48.5,54.4,18.4,19.3,29.4,26.7,40.4,40.0,48.6,53.9,32.1,37.0,72.7,-11.6,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Montana St.,101.9,110.3,0.2875,47.8,54.9,17.1,18.4,28.7,27.7,39.0,36.4,46.1,55.9,33.8,35.5,70.8,-13.8,0.4838709677419355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Green Bay,99.8,108.0,0.2863,48.6,50.9,18.6,17.8,25.6,30.9,32.3,31.4,44.7,51.7,36.2,33.1,73.2,-14.4,0.5833333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Portland,98.9,107.2,0.2856,50.6,52.4,18.1,15.8,19.2,31.4,34.6,33.5,46.5,51.7,38.3,35.7,68.3,-14.4,0.23333333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Northern Illinois,102.1,110.6,0.2844,49.5,54.3,17.0,17.4,28.2,28.8,33.1,33.4,49.8,54.6,32.6,36.0,68.3,-13.0,0.53125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
South Florida,98.9,107.6,0.2749,48.0,51.1,21.4,16.5,28.8,30.6,33.1,32.6,44.8,52.0,36.1,33.0,65.8,-14.9,0.6486486486486487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UMKC,98.3,107.3,0.2674,47.8,52.5,18.2,20.0,21.3,33.5,34.4,42.5,45.6,51.7,33.5,36.0,70.7,-14.2,0.3548387096774194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Hampshire,98.0,107.0,0.2671,46.3,50.8,17.4,13.7,28.4,21.4,30.5,41.5,44.3,50.6,32.6,34.1,66.7,-16.0,0.18518518518518517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arkansas St.,104.1,113.7,0.2646,49.4,56.0,18.6,18.8,30.2,31.3,33.1,35.3,49.2,55.3,33.2,38.2,70.8,-15.2,0.43333333333333335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Army,99.0,108.2,0.2638,52.3,52.4,18.8,19.7,27.1,27.6,24.5,38.1,48.8,51.1,38.1,36.2,71.5,-13.5,0.41935483870967744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robert Morris,93.2,102.1,0.2596,47.4,50.5,20.9,22.3,31.2,31.2,34.3,36.2,45.9,51.1,33.2,32.8,70.6,-11.8,0.5454545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rice,98.9,108.4,0.2585,48.0,52.6,20.7,16.5,27.6,28.4,35.2,28.5,48.0,51.7,32.1,36.0,68.9,-17.4,0.43333333333333335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Holy Cross,97.7,107.2,0.2569,52.6,51.0,19.1,20.0,19.3,31.9,29.7,34.0,55.1,49.4,32.6,35.4,64.0,-15.0,0.48484848484848486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Santa Clara,99.0,108.6,0.2557,48.6,56.6,17.2,18.9,23.7,27.1,30.2,32.4,47.1,55.1,33.8,40.0,65.7,-12.5,0.5333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UMass Lowell,103.5,113.7,0.2528,52.1,55.4,18.7,20.3,26.3,32.5,39.2,33.5,52.4,55.0,34.4,37.5,72.6,-14.1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
North Florida,107.1,117.9,0.2496,53.6,54.0,19.3,13.7,25.0,35.0,27.7,23.5,51.5,54.3,37.5,35.4,75.1,-10.9,0.5161290322580645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Western Illinois,96.4,106.1,0.2487,49.9,51.2,18.6,14.5,18.0,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11.0,0.3448275862068966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quinnipiac,100.8,111.0,0.2485,50.3,53.6,19.4,16.3,27.8,28.5,37.0,30.1,49.8,50.2,33.9,39.6,67.7,-16.3,0.5161290322580645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prairie View A&M,100.1,110.2,0.2483,48.9,52.7,18.5,22.5,31.3,32.8,39.2,47.9,49.2,54.4,32.3,33.2,72.1,-11.7,0.6470588235294118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abilene Christian,96.5,106.6,0.2423,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,69.8,-11.3,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IUPUI,97.6,108.0,0.2375,48.0,54.6,20.5,21.2,31.9,29.3,32.9,37.8,45.2,55.6,35.5,35.3,67.3,-13.5,0.5161290322580645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lafayette,101.4,112.2,0.2368,53.3,52.0,19.3,14.7,21.0,27.2,28.8,26.0,51.4,52.2,37.4,34.4,69.4,-16.8,0.3448275862068966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fairleigh Dickinson,101.7,112.7,0.2334,49.8,51.6,19.2,19.3,30.3,35.0,30.8,35.9,49.3,50.1,33.9,36.0,71.7,-13.1,0.6363636363636364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eastern Kentucky,101.1,112.2,0.2315,49.8,55.3,19.1,19.1,27.1,31.9,33.4,35.0,48.2,52.9,35.1,39.8,69.4,-14.3,0.4482758620689655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UT Rio Grande Valley,97.4,108.3,0.2285,44.8,51.5,17.8,20.4,28.2,30.3,41.2,45.5,44.3,49.9,30.5,36.5,75.1,-10.8,0.5714285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nebraska Omaha,103.0,114.6,0.2275,51.3,55.8,18.0,15.7,24.9,30.7,27.3,28.2,50.0,54.7,35.8,38.4,71.7,-13.9,0.6774193548387096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Morehead St.,98.0,109.2,0.2243,48.2,55.2,22.1,19.9,31.0,29.9,36.7,40.9,48.5,56.0,31.8,36.0,69.9,-14.7,0.41935483870967744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cleveland St.,97.9,109.2,0.2234,50.6,53.0,18.9,19.5,22.1,32.9,29.4,31.1,50.4,52.5,34.0,35.9,68.2,-16.7,0.3448275862068966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fordham,94.1,104.9,0.2223,47.9,52.3,18.5,21.1,18.8,32.8,26.9,30.4,52.1,52.1,28.8,35.1,67.2,-14.9,0.3870967741935484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Orleans,97.0,108.1,0.2222,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,0.6551724137931034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UC Riverside,92.8,103.5,0.2216,45.1,49.1,20.0,19.3,26.8,31.8,32.4,38.2,44.1,48.5,31.3,33.3,69.5,-16.2,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
McNeese St.,99.2,111.0,0.2155,48.8,49.8,19.0,15.2,29.3,33.3,32.7,31.5,47.3,48.4,34.6,35.0,71.0,-12.6,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tennessee Martin,94.3,105.6,0.2149,49.8,50.7,21.6,19.0,28.5,32.0,24.1,34.1,50.7,48.9,32.2,35.1,67.4,-15.9,0.41379310344827586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
San Jose St.,95.5,106.9,0.213,48.6,53.2,23.6,14.9,27.8,24.8,34.2,30.8,46.2,53.3,36.2,35.4,68.3,-18.5,0.13333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sacramento St.,98.6,110.5,0.2122,49.0,52.7,17.9,17.5,24.1,29.5,27.8,33.4,47.7,50.9,34.6,37.2,66.9,-18.6,0.5357142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Samford,106.5,119.4,0.211,54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,53.3,58.3,37.2,38.0,71.9,-15.3,0.53125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siena,96.1,107.8,0.209,48.2,50.9,21.7,15.6,31.4,29.0,36.4,42.1,44.7,50.1,36.7,34.9,67.3,-18.6,0.5151515151515151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Little Rock,93.4,105.0,0.2063,47.4,50.8,21.7,19.9,28.3,31.2,32.1,40.5,47.3,49.4,31.8,35.1,66.2,-18.0,0.3448275862068966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
